ACM,IEEE,SPRINGER,SCIENCE,Database,cite,author,title,acronym,booktitle,pages,Start Page,End Page,#,year,publisher,doi,Link,IC1,IC2,IC3,EC1,EC2,EC3,Selected,Note
#N/A,#N/A,#N/A,#N/A,Scopus,,"Aussem A., Rodrigues de Morais S.",A conservative feature subset selection algorithm with missing data,,Neurocomputing,585-590,585,590,6,2010,,10.1016/j.neucom.2009.05.019,https://www.scopus.com/inward/record.uri?eid=2-s2.0-75749130615&doi=10.1016%2fj.neucom.2009.05.019&partnerID=40&md5=0b531e2c31f431955c4aa64b28858ffb,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NO,
#N/A,Named-entity techniques for terrorism event extraction and classification,#N/A,#N/A,Scopus,,"Inyaem U., Meesad P., Haruechaiyasak C.",Named-entity techniques for terrorism event extraction and classification,,"2009 8th International Symposium on Natural Language Processing, SNLP '09",175-179,175,179,5,2009,,10.1109/SNLP.2009.5340924,https://www.scopus.com/inward/record.uri?eid=2-s2.0-72449148636&doi=10.1109%2fSNLP.2009.5340924&partnerID=40&md5=fa2d832f9999c40bbf36a8d49f2b020d,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NO,
#N/A,#N/A,#N/A,#N/A,Scopus,,"Lepri B., Mana N., Cappelletti A., Pianesi F.","Automatic prediction of individual performance from ""thin slices"" of social behavior",,"MM'09 - Proceedings of the 2009 ACM Multimedia Conference, with Co-located Workshops and Symposiums",733-736,733,736,4,2009,,10.1145/1631272.1631400,https://www.scopus.com/inward/record.uri?eid=2-s2.0-72449184098&doi=10.1145%2f1631272.1631400&partnerID=40&md5=40bb709ccf5d6c003bba1d27fa7b1f61,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NO,Short paper
#N/A,Hybrid neural network model for web document clustering,#N/A,#N/A,Scopus,,"Hemalatha M., Srinivas D S.",Hybrid neural network model for web document clustering,,"2nd International Conference on the Applications of Digital Information and Web Technologies, ICADIWT 2009",531-538,531,538,8,2009,,10.1109/ICADIWT.2009.5273918,https://www.scopus.com/inward/record.uri?eid=2-s2.0-71449093994&doi=10.1109%2fICADIWT.2009.5273918&partnerID=40&md5=bc0a23de025acb9914e95ea8eb3f83d6,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NO,
#N/A,#N/A,#N/A,#N/A,Scopus,,"Shin K., Xu X.M.",Consistency-based feature selection,,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),342-350,342,350,9,2009,,10.1007/978-3-642-04595-0_42,https://www.scopus.com/inward/record.uri?eid=2-s2.0-70849121273&doi=10.1007%2f978-3-642-04595-0_42&partnerID=40&md5=a9ce99363f6e7bbf1776f25eaab676b6,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NO,
#N/A,#N/A,#N/A,#N/A,Scopus,,[No author name available],"Advances in Machine Learning - First Asian Conference on Machine Learning, ACML 2009, Proceedings",,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),-,,,,2009,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-70649112224&partnerID=40&md5=ae5c042e6a9337d2b7e9b1b0836a6b31,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NO,Proceedings
#N/A,#N/A,#N/A,#N/A,Scopus,,"Hu Q., Che X., Liu J.",Feature selection via maximizing neighborhood soft margin,,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),150-161,150,161,12,2009,,10.1007/978-3-642-05224-8_13,https://www.scopus.com/inward/record.uri?eid=2-s2.0-70549105003&doi=10.1007%2f978-3-642-05224-8_13&partnerID=40&md5=80e73d9965aca8fac9c923fb8872bac3,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NO,
#N/A,Performance prediction using support vector machine for the configuration of optimization algorithms,#N/A,#N/A,Scopus,,"El Afia A., Sarhani M.",Performance prediction using support vector machine for the configuration of optimization algorithms,,"Proceedings of 2017 International Conference of Cloud Computing Technologies and Applications, CloudTech 2017",1-7,1,7,7,2018,Institute of Electrical and Electronics Engineers Inc.,10.1109/CloudTech.2017.8284699,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85046624408&doi=10.1109%2fCloudTech.2017.8284699&partnerID=40&md5=13c42fe4df8b128f5a87988605c2485f,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,YES,"In the scope though the results are preliminary and not very good... if we include this kind of paper, we should include SATZilla and SMBO papers"
#N/A,#N/A,#N/A,#N/A,Scopus,,"Rajput G.K., Agrawal R.K.",Evaluation of feature selection measures for steganalysis,,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),432-439,432,439,8,2009,,10.1007/978-3-642-11164-8_70,https://www.scopus.com/inward/record.uri?eid=2-s2.0-76349096698&doi=10.1007%2f978-3-642-11164-8_70&partnerID=40&md5=65e07ac7b432a7203556fc0a8d4ca421,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NO,
#N/A,#N/A,#N/A,#N/A,Scopus,,"Harb A., Beigbeder M., Girardot J.-J.",Semantically expanding questions for supervised automatic classification,,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),371-381,371,381,11,2009,,10.1007/978-3-642-04957-6_32,https://www.scopus.com/inward/record.uri?eid=2-s2.0-70549111704&doi=10.1007%2f978-3-642-04957-6_32&partnerID=40&md5=26baaef36917183065617fc259716854,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NO,
#N/A,#N/A,#N/A,#N/A,Scopus,,"Carbonetto P., Schmidt M., De Freitas N.",An interior-point stochastic approximation method and an L1-regularized delta rule,,Advances in Neural Information Processing Systems 21 - Proceedings of the 2008 Conference,233-240,233,240,8,2009,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-78649405622&partnerID=40&md5=758996650716f7977bd7842d7487625d,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NO,
#N/A,Experimental Study of Different FSAs in Classifying Protein Function,#N/A,#N/A,Scopus,,"Rahman S.A., Hussein Z.A.M., Bakar A.A.",Experimental study of different FSAs in classifying protein function,,SoCPaR 2009 - Soft Computing and Pattern Recognition,516-521,516,521,6,2009,,10.1109/SoCPaR.2009.104,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77649324873&doi=10.1109%2fSoCPaR.2009.104&partnerID=40&md5=b775fa28165db26422055b3ed8e1d317,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NO,
#N/A,Learning models of speaker head nods with affective information,#N/A,#N/A,Scopus,,"Lee J., Neviarouskaya A., Prendinger H., Marsella S.",Learning models of speaker head nods with affective information,,"Proceedings - 2009 3rd International Conference on Affective Computing and Intelligent Interaction and Workshops, ACII 2009",-,,,,2009,,10.1109/ACII.2009.5349543,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77949364510&doi=10.1109%2fACII.2009.5349543&partnerID=40&md5=12197d55f7f12eefa54b4e0712f238ab,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NO,
#N/A,#N/A,#N/A,#N/A,Scopus,,"Kawahara Y., Nagano K., Tsuda K., Bilmes J.A.",Submodularity cuts and applications,,Advances in Neural Information Processing Systems 22 - Proceedings of the 2009 Conference,916-924,916,924,9,2009,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84858740625&partnerID=40&md5=a57bb7e20a906fbda137b3748ca17cf9,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NO,
#N/A,#N/A,#N/A,#N/A,Scopus,,[No author name available],"Proceedings of the 2009 Chinese Conference on Pattern Recognition, CCPR 2009, and the 1st CJK Joint Workshop on Pattern Recognition, CJKPR",,"Proceedings of the 2009 Chinese Conference on Pattern Recognition, CCPR 2009, and the 1st CJK Joint Workshop on Pattern Recognition, CJKPR",-,,,,2009,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-74749092333&partnerID=40&md5=2a7a02489bd06b17fd99a20114f9fdf8,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NO,Proceedings
#N/A,#N/A,#N/A,#N/A,Scopus,,"Youn S., McLeod D.",Spam decisions on gray e-mail using personalized ontologies,,Proceedings of the ACM Symposium on Applied Computing,1262-1266,1262,1266,5,2009,,10.1145/1529282.1529565,https://www.scopus.com/inward/record.uri?eid=2-s2.0-72949107104&doi=10.1145%2f1529282.1529565&partnerID=40&md5=cc38b87b29c10132917e4e6c220ffcd9,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NO,
#N/A,#N/A,#N/A,#N/A,Scopus,,"Blowers M., Iribarne J., Scott G.","Multi-variable analysis, correlation, and prediction",,Proceedings of SPIE - The International Society for Optical Engineering,-,,,,2009,,10.1117/12.821899,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79959405268&doi=10.1117%2f12.821899&partnerID=40&md5=d8b94027817f70956a2a52c8a0494d12,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NO,
#N/A,#N/A,#N/A,#N/A,Scopus,,[No author name available],"12th Iberoamerican Conference on Requirements Engineering and Software Environments, IDEAS 2009",,"12th Iberoamerican Conference on Requirements Engineering and Software Environments, IDEAS 2009",-,,,,2009,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84890323941&partnerID=40&md5=4624320eaaf380716deb3e44faced511,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NO,Proceedings
Predicting Cross-country Results Using Feature Selection and Evolutionary Computation,#N/A,#N/A,#N/A,Scopus,,"Soares C., Gilbert J.E.",Predicting cross-country results using feature selection and evolutionary computation,,"Proceedings of the Richard Tapia Celebration of Diversity in Computing Conference 2009: Intellect, Initiatives, Insight, and Innovations",41-45,41,45,5,2009,,10.1145/1565799.1565809,https://www.scopus.com/inward/record.uri?eid=2-s2.0-70450239990&doi=10.1145%2f1565799.1565809&partnerID=40&md5=4df7287fafb2329b3b06f319954757d6,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NO,
#N/A,#N/A,#N/A,#N/A,Scopus,,"Padungweang P., Lursinsap C., Sunat K.",Univariate filter technique for unsupervised feature selection using a new laplacian score based local nearest neighbors,,"Proceedings - 2009 Asia-Pacific Conference on Information Processing, APCIP 2009",196-200,196,200,5,2009,,10.1109/APCIP.2009.185,https://www.scopus.com/inward/record.uri?eid=2-s2.0-70450163715&doi=10.1109%2fAPCIP.2009.185&partnerID=40&md5=26482355a759242caeac9c1d734ecc1d,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NO,
#N/A,Floating-Bagging-Adaboost ensemble for object detection using local shape-based features,#N/A,#N/A,Scopus,,"Tang X.-S., Shi Z.-L., Li D.-Q., Ma L., Chen D.",Floating-bagging-adaboost ensemble for object detection using local shape-based features,,Proceedings of the 2009 International Conference on Machine Learning and Cybernetics,45-49,45,49,5,2009,,10.1109/ICMLC.2009.5212541,https://www.scopus.com/inward/record.uri?eid=2-s2.0-70350724899&doi=10.1109%2fICMLC.2009.5212541&partnerID=40&md5=233d8447d5eed2638da956b82e81c7df,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NO,
#N/A,#N/A,#N/A,#N/A,Scopus,,"Liu Y., Ma L., Yang N., He Y.",Asymmetric feature selection for BGP abnormal events detection,,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),553-560,553,560,8,2009,,10.1007/978-3-642-03348-3_56,https://www.scopus.com/inward/record.uri?eid=2-s2.0-70350676336&doi=10.1007%2f978-3-642-03348-3_56&partnerID=40&md5=6a7d978bfb4328c2c9114ef2e54842be,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NO,
#N/A,#N/A,#N/A,#N/A,Scopus,,"Wiese B., Omlin C.","Credit card transactions, fraud detection, and machine learning: Modelling time with LSTM recurrent neural networks",,Studies in Computational Intelligence,231-268,231,268,38,2009,,10.1007/978-3-642-04003-0_10,https://www.scopus.com/inward/record.uri?eid=2-s2.0-70350229997&doi=10.1007%2f978-3-642-04003-0_10&partnerID=40&md5=bf8c29eecc55701c6e1131e27dce8ec6,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NO,
#N/A,#N/A,#N/A,#N/A,Scopus,,"Granitzer M., Rath A.S., Kröll M., Seifert C., Ipsmiller D., Devaurs D., Weber N., Lindstaedt S.",Machine learning based work task classification,,Journal of Digital Information Management,305-312,305,312,8,2009,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77953256434&partnerID=40&md5=ad1b8dc83a81694afe23a15ad90c66af,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NO,
#N/A,#N/A,#N/A,#N/A,Scopus,,Resta M.,Seize the (intra)day: Features selection and rules extraction for tradings on high-frequency data,,Neurocomputing,3413-3427,3413,3427,15,2009,,10.1016/j.neucom.2008.09.028,https://www.scopus.com/inward/record.uri?eid=2-s2.0-69449094854&doi=10.1016%2fj.neucom.2008.09.028&partnerID=40&md5=532acf98d82bf4c3994fcd5f06b13cd6,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NO,
#N/A,#N/A,#N/A,#N/A,Scopus,,"Marinakis Y., Marinaki M., Doumpos M., Zopounidis C.",Ant colony and particle swarm optimization for financial classification problems,,Expert Systems with Applications,10604-10611,10604,10611,8,2009,,10.1016/j.eswa.2009.02.055,https://www.scopus.com/inward/record.uri?eid=2-s2.0-67349284734&doi=10.1016%2fj.eswa.2009.02.055&partnerID=40&md5=b75bacc12556bc452a4710d8a5adee5a,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NO,
#N/A,#N/A,#N/A,#N/A,Scopus,,"Li Y., Hu S.-J., Yang W.-J., Sun G.-Z., Yao F.-W., Yang G.",Similarity-based feature selection for learning from examples with continuous values,,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),957-964,957,964,8,2009,,10.1007/978-3-642-01307-2_101,https://www.scopus.com/inward/record.uri?eid=2-s2.0-67650697656&doi=10.1007%2f978-3-642-01307-2_101&partnerID=40&md5=1bc89a78c893ddbb4ba72cb6e7c5161d,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NO,
#N/A,#N/A,#N/A,#N/A,Scopus,,"Iavindrasana J., Cohen G., Depeursinge A., Müeller H., Meyer R., Geissbuhler A.",Towards an automated nosocomial infection case reporting Framework to Build a Computer-aided Detection of Nosocomial Infection,,HEALTHINF 2009 - Proceedings of the 2nd International Conference on Health Informatics,317-322,317,322,6,2009,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77954661377&partnerID=40&md5=edd86ede21cf9655ec2f82860a0f9b35,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NO,
#N/A,#N/A,#N/A,#N/A,Scopus,,"Wu L.-C., Lee J.-X., Huang H.-D., Liu B.-J., Horng J.-T.",An expert system to predict protein thermostability using decision tree,,Expert Systems with Applications,9007-9014,9007,9014,8,2009,,10.1016/j.eswa.2008.12.020,https://www.scopus.com/inward/record.uri?eid=2-s2.0-60849137473&doi=10.1016%2fj.eswa.2008.12.020&partnerID=40&md5=10791a9895f830daeae9f2aca6d16785,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NO,
#N/A,#N/A,#N/A,#N/A,Scopus,,"Lei J., Jin T.",Hierarchical text classification based on BP neural network,,Journal of Computational Information Systems,581-590,581,590,10,2009,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-67649171064&partnerID=40&md5=f06a45286ccef47dbe99f3d5cf7bad7d,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NO,
#N/A,#N/A,#N/A,#N/A,Scopus,,"Pedrycz W., Park B.J., Pizzi N.J.",Identifying core sets of discriminatory features using particle swarm optimization,,Expert Systems with Applications,4610-4616,4610,4616,7,2009,,10.1016/j.eswa.2008.05.017,https://www.scopus.com/inward/record.uri?eid=2-s2.0-58349112535&doi=10.1016%2fj.eswa.2008.05.017&partnerID=40&md5=97906d84e7cab8aec5ce6cc40ee7da48,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NO,
#N/A,#N/A,#N/A,#N/A,Scopus,,"Charrier C., Lebrun G., Lezoray O.",Image quality assessment with manifold and machine learning,,Proceedings of SPIE - The International Society for Optical Engineering,-,,,,2009,,10.1117/12.810164,https://www.scopus.com/inward/record.uri?eid=2-s2.0-62149108551&doi=10.1117%2f12.810164&partnerID=40&md5=16422ed5499555870ca7e8e46d74e10a,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NO,
#N/A,#N/A,#N/A,#N/A,Scopus,,"Florez-Lopez R., Ramon-Jeronimo J.M.",Marketing segmentation through machine learning models: An approach based on customer relationship management and customer profitability accounting,,Social Science Computer Review,96-117,96,117,22,2009,,10.1177/0894439308321592,https://www.scopus.com/inward/record.uri?eid=2-s2.0-58149173794&doi=10.1177%2f0894439308321592&partnerID=40&md5=f57f34da8c333f416fbd9002b0845a19,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NO,
#N/A,#N/A,#N/A,#N/A,Scopus,,"Lee J., Marsella S.",Learning a model of speaker head nods using gesture corpora,,"Proceedings of the International Joint Conference on Autonomous Agents and Multiagent Systems, AAMAS",212-219,212,219,8,2009,International Foundation for Autonomous Agents and Multiagent Systems (IFAAMAS),,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84899785169&partnerID=40&md5=058484c344638d046db5bed7d7502909,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NO,
#N/A,A novel approach for integrating feature and instance selection,#N/A,#N/A,Scopus,,"De Souza J.T., Do Carmo R.A.F., Augusto G., De Campos L.",A novel approach for integrating feature and instance selection,,"Proceedings of the 7th International Conference on Machine Learning and Cybernetics, ICMLC",374-379,374,379,6,2008,,10.1109/ICMLC.2008.4620434,https://www.scopus.com/inward/record.uri?eid=2-s2.0-57849085710&doi=10.1109%2fICMLC.2008.4620434&partnerID=40&md5=69a9b5d1c9a4bf1e4e8e86d9f83aca12,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NO,
#N/A,Feature selection based on scatter degree,#N/A,#N/A,Scopus,,"Xu J.-L., Xu B.-W., Wang C., Cui Z.-F.",Feature selection based on scatter degree,,"Proceedings of the 7th International Conference on Machine Learning and Cybernetics, ICMLC",417-422,417,422,6,2008,,10.1109/ICMLC.2008.4620442,https://www.scopus.com/inward/record.uri?eid=2-s2.0-57849134170&doi=10.1109%2fICMLC.2008.4620442&partnerID=40&md5=8dbc2ebd3dc40b898d51a6bc9add8891,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NO,
#N/A,#N/A,#N/A,#N/A,Scopus,,"González-Navarro F.F., Belanche-Muñoz L.A.",Feature selection in in vivo 1H-MRS single voxel spectra,,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),197-205,197,205,9,2008,,10.1007/978-3-540-85565-1-25,https://www.scopus.com/inward/record.uri?eid=2-s2.0-57749182632&doi=10.1007%2f978-3-540-85565-1-25&partnerID=40&md5=0b8527c2034a830816cf678edb9ec0bf,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NO,
#N/A,Analysis of machine learning techniques for context extraction,#N/A,#N/A,Scopus,,"Granitzer M., Kröll M., Seifert C., Rath A.S., Weber N., Dietzel O., Lindstaedt S.",Analysis of machine learning techniques for context extraction,,"3rd International Conference on Digital Information Management, ICDIM 2008",233-240,233,240,8,2008,,10.1109/ICDIM.2008.4746809,https://www.scopus.com/inward/record.uri?eid=2-s2.0-62949158789&doi=10.1109%2fICDIM.2008.4746809&partnerID=40&md5=6efd933188881b395d48b446a5d4bd68,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NO,
#N/A,A novel probabilistic-ABC based boosting model for software defect detection,#N/A,#N/A,Scopus,,"Kumar P.R., Saradhi Varma G.P.",A novel probabilistic-ABC based boosting model for software defect detection,,"Proceedings of 2017 International Conference on Innovations in Information, Embedded and Communication Systems, ICIIECS 2017",1-6,1,6,6,2018,Institute of Electrical and Electronics Engineers Inc.,10.1109/ICIIECS.2017.8276059,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85046951526&doi=10.1109%2fICIIECS.2017.8276059&partnerID=40&md5=8544f76e5cb14feafa0cffc159aa234a,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NO,"Features do not refer to software feature or to the « configurability » of the system, here « features » mean a property/metric of the source code "
#N/A,#N/A,#N/A,#N/A,Scopus,,"Van Landeghem S., Saeys Y., Van De Peer Y., De Baets B.",Extracting protein-protein interactions from text using rich feature vectors and feature selection,,"3rd International Symposium on Semantic Mining in Biomedicine, SMBM 2008 - Proceedings",77-84,77,84,8,2008,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84874286930&partnerID=40&md5=16acc7d8ccada655237cb5858164058d,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NO,
#N/A,Feature Selection Based on a New Dependency Measure,#N/A,#N/A,Scopus,,"Sha C., Qiu X., Zhou A.",Feature selection based on a new dependency measure,,"Proceedings - 5th International Conference on Fuzzy Systems and Knowledge Discovery, FSKD 2008",266-270,266,270,5,2008,,10.1109/FSKD.2008.515,https://www.scopus.com/inward/record.uri?eid=2-s2.0-58149117843&doi=10.1109%2fFSKD.2008.515&partnerID=40&md5=dfd64a6fa3cbc77cd5d6af75fd0f0312,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NO,
Adapting the Interaction State Model in Conversational Recommender Systems,#N/A,#N/A,#N/A,Scopus,,"Mahmood T., Ricci F.",Adapting the interaction state model in conversational recommender systems,,ACM International Conference Proceeding Series,-,,,,2008,,10.1145/1409540.1409584,https://www.scopus.com/inward/record.uri?eid=2-s2.0-65449151887&doi=10.1145%2f1409540.1409584&partnerID=40&md5=0156e2c6f491b803a43f28f587d55f91,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NO,
Categorical Proportional Difference: A Feature Selection Method for Text Categorization,#N/A,#N/A,#N/A,Scopus,,"Simeon M., Hilde R.",Categorical proportional difference: A feature selection method for text categorization,,Conferences in Research and Practice in Information Technology Series,201-208,201,208,8,2008,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-69849084283&partnerID=40&md5=018c5d059881231be1441b8002279367,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NO,
#N/A,#N/A,#N/A,#N/A,Scopus,,"Teoh E.-J., Xiang C.",Feature selection and classification via a GA-SVM hybrid,,"Proceedings of the 2008 International Conference on Genetic and Evolutionary Methods, GEM 2008",83-89,83,89,7,2008,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-62949157435&partnerID=40&md5=6a974c41588e14060710e8b8e52e2420,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NO,
#N/A,#N/A,#N/A,#N/A,Scopus,,"Pasero E., Montuori A., Moniaci W., Raimondo G.",An application of data mining to PM10 level medium-term prediction,,"Proc. iEMSs 4th Biennial Meeting - Int. Congress on Environmental Modelling and Software: Integrating Sciences and Information Technology for Environmental Assessment and Decision Making, iEMSs 2008",1110-1117,1110,1117,8,2008,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84858314619&partnerID=40&md5=5e2f8087a5dbc1da1ede3052f021b119,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NO,
#N/A,#N/A,#N/A,#N/A,Scopus,,"Songbo T., Yuefen W., Xueqi C.",An efficient feature ranking measure for text categorization,,Proceedings of the ACM Symposium on Applied Computing,407-413,407,413,7,2008,,10.1145/1363686.1363787,https://www.scopus.com/inward/record.uri?eid=2-s2.0-56749181715&doi=10.1145%2f1363686.1363787&partnerID=40&md5=3928aed2ee76c5bbcbb15e48cd9cd7d9,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NO,
#N/A,Robust fusion using boosting and transduction for component-based face recognition,#N/A,#N/A,Scopus,,"Li F., Wechsler H., Tistarelli M.",Robust fusion using boosting and transduction for component-based face recognition,,"2008 10th International Conference on Control, Automation, Robotics and Vision, ICARCV 2008",434-439,434,439,6,2008,,10.1109/ICARCV.2008.4795558,https://www.scopus.com/inward/record.uri?eid=2-s2.0-64549146171&doi=10.1109%2fICARCV.2008.4795558&partnerID=40&md5=f99a6ba2ef5c9405d6e3be11a86cd623,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NO,
#N/A,#N/A,#N/A,#N/A,Scopus,,"Wu C.-W., Tsai R.T.-H., Lee C.-W., Hsu W.-L.",Web taxonomy integration with hierarchical shrinkage algorithm and fine-grained relations,,Expert Systems with Applications,2123-2131,2123,2131,9,2008,,10.1016/j.eswa.2007.09.057,https://www.scopus.com/inward/record.uri?eid=2-s2.0-48749113758&doi=10.1016%2fj.eswa.2007.09.057&partnerID=40&md5=b0df10c29552f4b7190df467d800298c,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NO,
#N/A,#N/A,#N/A,#N/A,Scopus,,"Leite D.S., Rino L.H.M.",Combining multiple features for automatic text summarization through machine learning,,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),122-132,122,132,11,2008,,10.1007/978-3-540-85980-2_13,https://www.scopus.com/inward/record.uri?eid=2-s2.0-52949099172&doi=10.1007%2f978-3-540-85980-2_13&partnerID=40&md5=be56dde529a298459d838deb2e878c59,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NO,
#N/A,#N/A,#N/A,#N/A,Scopus,,"Thiemjarus S., Pansiot J., Mcllwraith D., Lo B., Yang G.-Z.",An integrated inferencing framework for context sensing,,"5th Int. Conference on Information Technology and Applications in Biomedicine, ITAB 2008 in conjunction with 2nd Int. Symposium and Summer School on Biomedical and Health Engineering, IS3BHE 2008",270-274,270,274,5,2008,,10.1109/ITAB.2008.4570518,https://www.scopus.com/inward/record.uri?eid=2-s2.0-51849143237&doi=10.1109%2fITAB.2008.4570518&partnerID=40&md5=6f806fbe8d21e159c810e5e459256e13,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NO,
#N/A,A study of Glottal waveform features for deceptive speech classification,#N/A,#N/A,Scopus,,"Torres J.F., Moore II E., Bryant E.",A study of glottal waveform features for deceptive speech classification,,"ICASSP, IEEE International Conference on Acoustics, Speech and Signal Processing - Proceedings",4489-4492,4489,4492,4,2008,,10.1109/ICASSP.2008.4518653,https://www.scopus.com/inward/record.uri?eid=2-s2.0-51449092700&doi=10.1109%2fICASSP.2008.4518653&partnerID=40&md5=e4a4967a26cea54a941448bf19645146,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NO,Short paper
#N/A,#N/A,#N/A,#N/A,Scopus,,"Lapedriza À., Seguí S., Masip D., Vitrià J.",A sparse Bayesian approach for joint feature selection and classifier learning,,Pattern Analysis and Applications,299-308,299,308,10,2008,,10.1007/s10044-008-0130-1,https://www.scopus.com/inward/record.uri?eid=2-s2.0-50549087032&doi=10.1007%2fs10044-008-0130-1&partnerID=40&md5=b9b2e07ea153223d8fbc24947ed36ab4,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NO,
#N/A,#N/A,#N/A,#N/A,Scopus,,"Lin S.-W., Lee Z.-J., Chen S.-C., Tseng T.-Y.",Parameter determination of support vector machine and feature selection using simulated annealing approach,,Applied Soft Computing Journal,1505-1512,1505,1512,8,2008,,10.1016/j.asoc.2007.10.012,https://www.scopus.com/inward/record.uri?eid=2-s2.0-50149095980&doi=10.1016%2fj.asoc.2007.10.012&partnerID=40&md5=9120708b576ef3309f1554e501d3a0d6,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NO,
